RaceResult,Race_Num
14,2.0
9,3.0
10,4.0
11,5.0
11,6.0
8,7.0
19,8.0
15,9.0
15,10.0
12,11.0
6,12.0
10,13.0
5,14.0
6,15.0
6,16.0
5,17.0
4,18.0
5,19.0
5,20.0
14,21.0
6,22.0
13,23.0
4,24.0
5,25.0
8,26.0
5,27.0
8,28.0
6,29.0
15,30.0
3,31.0
10,32.0
17,33.0
12,34.0
15,35.0
7,36.0
3,37.0
6,38.0
4,
