RaceResult,Race_Num
14,2.0
13,3.0
13,4.0
12,5.0
16,6.0
18,7.0
4,8.0
18,9.0
12,10.0
19,11.0
7,12.0
11,13.0
20,14.0
11,15.0
13,16.0
14,17.0
6,18.0
9,19.0
14,20.0
13,21.0
19,22.0
11,23.0
12,24.0
10,25.0
13,26.0
16,27.0
11,28.0
8,29.0
6,30.0
17,31.0
6,32.0
5,33.0
8,34.0
10,35.0
7,36.0
4,37.0
14,38.0
6,39.0
9,40.0
11,41.0
8,42.0
14,43.0
7,44.0
9,45.0
16,46.0
2,47.0
18,48.0
7,49.0
15,50.0
20,51.0
7,52.0
11,53.0
9,54.0
8,55.0
1,56.0
20,57.0
9,58.0
6,59.0
5,60.0
20,61.0
13,62.0
6,63.0
11,64.0
8,
