alliot,alonso,andretti,berger,blundell,bonnier,brundle,button,cesaris,charlton,coulthard,donohue,emerson_fittipaldi,gethin,giacomelli,gilles_villeneuve,hailwood,hakkinen,hamilton,hobbs,hulme,hunt,ickx,johansson,keke_rosberg,kevin_magnussen,kovalainen,lauda,lunger,magnussen,mansell,mass,mclaren,montoya,norris,oliver,perez,piquet,prost,raikkonen,redman,revson,rosa,sainz,scheckter,senna,south,tambay,trimmer,vandoorne,villota,watson,wurz
1,95,13,48,15,5,16,137,15,2,150,1,29,7,6,1,11,133,110,3,53,49,1,16,16,20,35,59,23,1,2,49,1,27,38,3,19,3,109,88,3,23,9,38,6,96,1,30,1,42,8,75,1
