adamich,adolff,alboreto,alesi,allison,alonso,amon,andre_pilette,arnoux,ascari,badoer,baghetti,bandini,barrichello,behra,bell,berger,biondetti,bondurant,brooks,capelli,carini,castellotti,claes,collins,comotti,fangio,farina,fischer,fisichella,frere,galli,gendebien,gilles_villeneuve,ginther,giunti,gonzalez,gurney,hawthorn,hirt,ickx,irvine,johansson,landi,larini,lauda,laurent,leclerc,maglioli,mairesse,mansell,manzon,mario_andretti,massa,merzario,michael_schumacher,morbidelli,musso,parkes,perdisa,phil_hill,pironi,portago,prost,raikkonen,reg_parnell,regazzoni,reutemann,ricardo_rodriguez,rodriguez,rosier,salo,salvadori,scarfiotti,scarlatti,scheckter,schell,schoeller,serafini,simon,sommer,surtees,swaters,tambay,taruffi,terra,tomaso,tornaco,trintignant,trips,vaccarella,vettel,villoresi,whitehead,williams
1,1,80,79,7,96,27,1,32,29,2,8,35,104,3,2,96,1,1,7,14,3,14,1,23,1,10,23,7,5,3,1,8,67,10,4,17,4,37,4,56,65,31,1,4,58,1,38,6,10,31,6,13,140,11,181,1,15,6,1,31,27,6,31,152,2,73,34,6,8,14,6,1,9,2,29,2,1,1,2,2,30,5,23,14,1,1,3,19,26,1,119,22,9,1
