Race Result
1
2
14
4
7
1
4
12
15
1
3
9
1
4
14
3
5
12
1
4
4
4
13
9
15
17
23
1
2
10
1
2
15
1
2
3
4
1
2
11
14
5
6
5
10
3
21
3
10
4
13
7
12
4
5
6
11
10
15
3
9
8
9
11
22
6
7
5
9
5
13
6
17
4
24
6
7
4
23
17
19
9
12
5
8
5
12
6
7
11
22
4
11
7
17
6
9
7
8
9
22
5
6
5
23
7
23
6
10
8
24
5
6
6
7
7
15
12
20
10
13
1
24
5
10
7
24
2
19
6
22
3
6
7
15
7
10
10
24
7
11
6
7
5
21
11
24
13
23
11
22
11
23
13
16
7
15
5
20
3
4
3
19
5
9
6
12
1
4
3
5
1
4
5
9
1
19
3
4
6
9
4
5
5
7
8
20
2
6
3
7
4
9
5
9
1
19
1
2
1
2
1
2
1
2
1
2
2
17
1
2
1
18
1
3
3
4
2
19
1
2
1
21
1
2
1
2
1
2
1
2
1
14
1
2
2
3
1
2
1
3
1
2
1
3
1
2
1
2
1
2
6
8
1
2
1
17
4
18
1
2
1
18
1
2
1
2
1
2
1
2
1
2
1
3
1
7
1
2
21
22
1
7
1
5
1
5
1
4
1
3
1
2
1
4
1
3
1
2
1
3
3
18
1
3
1
2
1
2
1
2
1
2
2
3
1
6
2
3
1
4
1
17
4
7
1
2
2
5
1
4
1
2
3
4
1
5
1
2
1
3
2
5
1
4
1
5
2
9
2
4
1
2
2
8
2
3
2
4
1
14
1
2
3
5
2
5
1
7
16
19
2
4
1
2
1
5
2
4
1
3
1
4
1
2
1
2
3
5
4
5
1
5
1
5
1
2
1
2
1
2
1
2
1
2
1
3
1
4
1
2
3
5
1
2
9
15
1
8
2
3
2
3
4
5
1
2
1
3
1
3
1
2
7
20
1
4
1
4
1
2
1
3
1
11
2
3
1
3
1
2
5
7
1
2
1
3
1
19
1
2
1
2
1
14
1
8
8
9
2
3
