Race Result
16
21
12
20
12
19
10
21
16
20
15
18
14
20
18
19
17
18
15
16
15
19
14
19
13
17
19
20
14
17
16
18
17
19
16
18
9
11
17
18
14
17
15
16
14
20
9
14
17
20
10
17
11
15
14
19
10
12
2
11
4
17
14
18
13
14
12
18
15
17
9
12
7
18
5
20
11
23
7
15
8
9
9
13
9
10
6
16
8
11
16
17
13
23
5
10
12
16
9
24
18
23
6
16
12
24
13
24
9
10
10
11
11
15
13
23
12
13
7
12
18
21
9
14
11
15
6
13
7
14
7
11
8
19
6
8
11
12
10
11
9
13
8
9
6
8
10
22
7
9
12
15
6
12
10
14
7
8
11
12
5
7
12
23
9
11
11
12
4
10
8
21
4
14
7
12
6
12
8
12
9
24
8
15
5
19
7
8
20
21
8
21
4
13
7
13
5
9
7
10
7
9
11
13
18
22
9
20
16
22
10
20
20
22
11
14
8
9
6
10
16
22
11
13
6
10
5
22
3
5
6
9
9
10
5
21
5
11
6
9
8
11
7
10
19
20
8
10
7
12
7
9
8
10
10
12
16
17
8
15
6
7
7
10
13
14
11
20
8
13
13
15
7
11
8
11
6
9
7
9
19
20
5
20
6
7
7
20
6
12
3
19
5
14
7
8
6
12
5
7
7
13
15
16
11
15
9
21
7
20
3
6
8
10
3
9
17
19
6
7
10
11
7
10
4
5
8
10
8
21
6
8
7
8
8
22
7
10
4
7
7
8
7
10
9
10
7
10
6
7
4
5
12
13
5
6
6
15
7
8
8
9
8
9
9
17
6
9
5
10
6
10
6
7
6
8
5
7
9
18
7
8
11
12
10
16
11
12
3
19
9
16
6
12
9
14
18
19
6
7
7
10
7
8
13
14
5
6
6
7
16
20
9
10
7
9
8
19
11
18
10
15
8
17
9
13
10
14
8
12
6
9
15
19
12
16
9
12
12
13
11
14
13
17
4
20
11
17
6
10
7
12
13
19
7
11
8
9
7
12
10
13
9
19
7
20
6
18
6
7
4
7
9
20
6
7
4
5
9
10
3
10
5
13
4
20
4
8
7
20
6
13
2
9
18
19
1
3
10
20
