Race Result
22
15
18
20
27
22
15
10
15
13
20
26
14
21
15
18
19
4
12
17
19
10
18
15
19
25
26
9
21
18
23
8
18
1
3
2
21
20
21
6
19
12
23
14
20
17
22
2
16
21
22
1
18
1
15
9
10
4
24
12
15
5
23
14
24
18
19
1
9
2
16
10
14
14
15
7
8
23
18
22
3
5
8
23
22
26
12
15
9
22
1
4
9
15
2
13
2
20
1
15
1
19
14
24
2
21
1
3
1
18
21
23
8
11
13
23
7
19
10
12
16
17
20
21
6
25
1
2
2
19
8
17
2
16
1
17
4
21
6
18
11
13
1
3
2
26
3
14
1
3
8
24
2
5
1
24
4
15
1
4
18
19
3
19
2
10
6
18
5
10
3
14
2
7
4
25
2
16
18
19
14
9
11
17
22
2
8
3
5
13
20
6
21
11
14
11
15
7
20
21
5
10
3
7
3
10
5
20
7
22
19
20
6
7
5
24
18
20
24
10
16
15
17
7
21
6
17
12
25
12
20
14
20
4
22
4
15
5
9
10
12
7
13
4
16
6
15
5
8
12
15
6
13
15
17
8
18
17
19
4
5
5
8
6
14
5
7
3
5
3
8
6
13
2
18
8
16
5
6
4
16
4
18
17
18
6
18
3
4
1
7
8
20
4
15
5
18
3
7
5
7
4
6
4
5
3
4
1
12
4
5
13
16
4
16
2
4
10
18
3
11
3
17
9
16
10
16
4
11
5
10
4
10
1
3
1
15
1
18
1
18
2
5
4
12
1
6
17
18
10
11
1
6
2
4
1
4
9
11
2
4
2
3
2
20
3
5
2
3
1
4
1
21
1
2
1
5
2
8
2
6
1
3
1
6
1
4
1
4
3
5
2
6
5
6
14
18
2
6
4
19
2
3
1
3
2
6
5
10
6
8
8
9
7
9
4
13
4
22
5
9
6
15
7
8
8
10
8
12
6
9
7
12
8
22
2
5
9
11
17
22
4
12
8
11
10
20
15
20
6
15
10
17
16
17
7
8
6
16
2
11
4
6
11
20
4
20
4
10
1
20
1
4
4
8
2
19
5
17
11
13
9
16
8
10
5
12
7
19
10
16
12
14
7
13
12
18
6
15
15
18
5
15
3
20
10
16
13
20
14
18
11
21
2
19
4
19
5
7
8
11
3
13
6
15
7
17
5
14
13
23
7
10
5
21
3
9
8
13
7
11
19
22
5
18
9
16
5
6
3
12
3
17
9
12
7
8
8
11
8
19
5
20
10
15
8
12
10
24
12
23
9
13
9
22
15
17
9
16
13
23
11
12
13
16
10
17
11
12
11
22
17
22
7
13
13
14
19
22
16
21
14
15
12
14
17
18
12
15
16
19
15
18
17
21
10
15
10
20
12
14
12
13
14
17
14
19
17
22
11
19
12
13
9
13
8
18
6
15
11
20
8
11
17
20
11
13
6
20
12
17
6
13
13
20
6
14
15
16
12
17
7
20
16
19
10
11
6
19
7
10
6
11
6
9
5
18
7
20
8
10
7
8
8
9
12
20
6
17
5
12
9
12
11
20
8
13
8
10
12
17
10
19
6
7
6
19
12
19
6
20
7
19
17
18
7
20
14
20
12
13
9
13
6
7
8
11
12
13
7
10
16
19
12
14
8
14
4
5
9
14
10
19
19
20
8
10
6
9
6
15
11
12
8
19
8
18
8
14
4
6
8
14
11
13
4
5
6
8
4
14
5
7
3
18
8
9
3
19
10
11
7
9
2
5
7
9
