Race Result
4
7
6
8
8
20
8
11
8
18
15
17
4
9
7
8
18
20
10
20
13
15
7
9
19
20
7
8
13
15
9
17
9
20
6
9
5
9
8
10
18
20
8
19
17
19
19
21
13
14
3
18
12
14
8
11
7
21
9
12
8
11
5
19
11
15
11
12
9
12
13
21
12
18
13
19
10
20
17
18
5
21
14
21
9
16
7
20
12
13
11
22
3
5
9
11
10
22
9
22
7
20
4
20
8
10
9
20
14
17
7
9
7
18
5
12
7
9
4
19
3
12
6
9
10
20
13
19
9
11
12
17
8
11
8
16
7
18
8
20
10
14
9
20
12
13
6
15
1
2
2
11
3
4
5
18
2
3
1
2
1
2
3
17
9
20
3
9
8
20
4
17
1
17
1
4
1
2
4
8
9
17
1
2
6
8
1
3
1
2
3
22
4
5
1
24
1
7
3
6
1
3
2
15
4
6
2
3
1
2
17
23
1
2
1
8
1
5
1
4
2
3
1
2
1
4
1
4
2
3
1
3
2
3
3
4
2
5
1
2
1
20
1
3
3
4
1
3
1
4
4
24
1
2
2
4
4
11
4
5
1
4
6
11
1
4
4
7
4
21
1
3
5
8
4
8
2
6
20
22
1
11
1
9
1
2
1
3
3
20
2
23
4
6
3
6
1
2
4
20
1
7
4
5
2
3
1
4
2
21
1
7
3
4
1
5
1
3
1
15
1
21
1
2
1
20
1
2
1
3
1
2
18
22
3
16
4
6
4
5
3
4
3
20
1
3
8
21
3
5
4
6
1
7
1
5
5
6
2
3
3
4
7
8
3
7
5
18
4
8
6
16
9
10
9
19
6
9
7
10
4
5
9
13
10
12
6
15
2
3
4
18
8
10
2
6
13
15
5
15
10
13
4
5
7
11
6
10
4
22
4
7
3
4
11
15
1
4
2
18
4
7
7
8
2
5
2
4
3
5
2
3
2
11
5
7
2
6
1
2
2
6
3
20
3
4
3
8
4
5
5
17
3
4
5
18
5
17
3
19
3
5
3
18
1
18
3
20
4
5
5
20
3
19
4
10
2
19
1
3
2
3
4
18
1
20
5
6
5
20
4
6
19
20
1
5
16
17
3
5
1
9
3
4
2
4
1
18
5
15
4
20
4
19
3
16
5
17
2
6
5
6
3
4
2
16
1
17
2
4
3
4
3
11
4
8
4
6
4
17
3
6
4
5
5
8
4
10
1
7
4
5
1
14
2
6
5
20
6
8
3
6
4
5
4
18
5
6
3
5
1
14
2
6
13
20
3
4
2
5
2
8
1
5
2
8
3
6
15
17
3
19
2
10
2
17
3
12
15
17
6
7
2
3
6
19
1
4
